datetime,symbol,side,entry_type,entry_price,is_entry,is_entry_plan,is_boast,is_fear,is_fear_plan,is_greed,is_stop,is_stop_plan,is_lc,is_lc_plan,is_tp,is_tp_plan
2026.01.02 08:08,USDJPY,SELL,LIMIT,157.5,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.02 08:27,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 08:46,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 09:02,USDJPY,SELL,LIMIT,157.22,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.02 09:02,USDJPY,BUY,LIMIT,156.1,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.02 09:10,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 09:12,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 09:15,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 09:15,USDJPY,SELL,LIMIT,156.90,0,0,0,0,0,0,0,0,0,0,0,1
2026.01.02 09:19,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 09:32,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 09:41,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 09:44,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 09:54,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 10:02,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 10:15,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 10:19,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 10:26,USDJPY,SELL,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.02 10:45,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 11:18,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 11:20,USDJPY,BUY,LIMIT,156.5,0,0,0,0,0,0,0,1,0,0,0,0
2026.01.02 12:53,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 13:12,USDJPY,BUY,LIMIT,156.55,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.02 13:12,USDJPY,SELL,LIMIT,157.1,0,0,0,0,0,0,0,0,0,0,0,1
2026.01.02 13:29,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,1,0
2026.01.02 13:37,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.02 13:40,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
