datetime,symbol,side,entry_type,entry_price,is_entry,is_entry_plan,is_boast,is_fear,is_fear_plan,is_greed,is_stop,is_stop_plan,is_lc,is_lc_plan,is_tp,is_tp_plan
2025.12.31 00:11,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 00:14,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 00:30,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 00:33,USDJPY,SELL,LIMIT,156.5,0,0,0,0,0,0,0,1,0,0,0,0
2025.12.31 00:42,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 00:43,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 01:04,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 01:23,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 01:32,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 01:40,USDJPY,BUY,LIMIT,156.20,0,1,0,0,0,0,0,0,0,0,0,0
2025.12.31 06:19,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2025.12.31 08:06,USDJPY,SELL,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2025.12.31 08:24,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 08:34,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 08:35,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 08:38,USDJPY,SELL,LIMIT,156.80,0,0,0,0,0,0,0,0,0,0,0,1
2025.12.31 08:39,USDJPY,BUY,LIMIT,155.67,0,1,0,0,0,0,0,0,0,0,0,0
2025.12.31 08:46,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 09:04,USDJPY,BUY,LIMIT,156.20,0,1,0,0,0,0,0,0,0,0,0,0
2025.12.31 09:20,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 09:24,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 10:03,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 10:03,USDJPY,SELL,LIMIT,156.54,0,0,0,0,0,0,0,0,0,0,0,1
2025.12.31 10:05,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 10:45,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 11:03,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 11:13,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 11:17,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 11:49,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 12:50,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2025.12.31 13:17,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2025.12.31 13:35,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 13:51,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 14:00,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 14:03,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 14:05,USDJPY,SELL,LIMIT,156.97,0,1,0,0,0,0,0,0,0,0,0,0
2025.12.31 14:21,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 14:55,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,1,0
2025.12.31 15:01,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 15:02,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 15:02,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2025.12.31 15:22,USDJPY,SELL,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2025.12.31 15:26,USDJPY,BUY,LIMIT,156.579,0,1,0,0,0,0,0,0,0,0,0,0
2025.12.31 15:34,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 16:06,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 16:07,USDJPY,SELL,LIMIT,156.8,0,0,0,0,0,0,0,1,0,0,0,0
2025.12.31 16:40,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2025.12.31 16:42,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 16:52,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 17:16,USDJPY,BUY,LIMIT,156.530,0,1,0,0,0,0,0,0,0,0,0,0
2025.12.31 17:35,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 18:20,USDJPY,SELL,LIMIT,157,0,0,0,0,0,0,0,0,0,0,0,1
2025.12.31 19:11,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 19:37,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 19:56,USDJPY,SELL,INSTANT,,0,0,0,0,0,0,1,0,0,0,0,0
2025.12.31 21:07,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 21:08,USDJPY,SELL,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2025.12.31 21:32,USDJPY,SELL,INSTANT,,0,0,0,0,0,0,1,0,0,0,0,0
2025.12.31 22:27,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 22:35,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 22:47,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,1,0
2025.12.31 23:04,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 23:04,USDJPY,SELL,LIMIT,157,0,0,0,0,0,0,0,0,0,0,0,1
2025.12.31 23:13,USDJPY,SELL,LIMIT,156.920,0,1,0,0,0,0,0,0,0,0,0,0
2025.12.31 23:17,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2025.12.31 23:19,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2025.12.31 23:54,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
