datetime,symbol,side,entry_type,entry_price,is_entry,is_entry_plan,is_boast,is_fear,is_fear_plan,is_greed,is_stop,is_stop_plan,is_lc,is_lc_plan,is_tp,is_tp_plan
2026.01.05 06:58,USDJPY,BUY,LIMIT,156.5,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 07:15,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 08:10,USDJPY,BUY,LIMIT,156.5,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 08:10,USDJPY,BUY,LIMIT,156.7,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 08:10,USDJPY,SELL,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 08:26,USDJPY,SELL,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 08:42,USDJPY,SELL,LIMIT,157,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 09:16,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 09:25,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 09:33,USDJPY,BUY,LIMIT,157,0,0,0,0,0,0,0,1,0,0,0,0
2026.01.05 09:46,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 09:55,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 10:09,USDJPY,SELL,LIMIT,157.4,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 10:33,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 10:33,USDJPY,SELL,LIMIT,157.5,0,0,0,0,0,0,0,0,0,0,0,1
2026.01.05 10:40,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 10:51,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 10:56,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 11:07,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 11:07,USDJPY,SELL,LIMIT,157.30,0,0,0,0,0,0,0,0,0,0,0,1
2026.01.05 11:07,USDJPY,SELL,LIMIT,157.5,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 11:26,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 11:43,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 12:37,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 12:38,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 12:40,USDJPY,SELL,LIMIT,157.3,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 12:52,USDJPY,SELL,LIMIT,157.46,0,0,0,0,0,0,0,0,0,0,0,1
2026.01.05 13:05,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 13:07,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 13:48,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 13:49,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 14:30,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 14:46,USDJPY,BUY,LIMIT,156.8,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 15:36,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 15:36,USDJPY,BUY,LIMIT,156,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 15:36,USDJPY,SELL,LIMIT,158,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 15:42,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 15:44,USDJPY,BUY,LIMIT,156.55,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 16:30,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 16:53,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 16:53,USDJPY,BUY,LIMIT,156,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 17:20,USDJPY,SELL,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 17:30,USDJPY,SELL,LIMIT,157,0,0,0,0,0,0,0,1,0,0,0,0
2026.01.05 17:38,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 17:38,USDJPY,SELL,LIMIT,157,0,0,0,0,0,0,0,0,0,0,0,1
2026.01.05 18:01,USDJPY,BUY,LIMIT,156.35,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 18:41,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 18:47,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 18:49,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 19:15,USDJPY,BUY,LIMIT,156.0,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 19:20,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 19:27,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 19:28,USDJPY,SELL,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 19:50,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 20:18,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 20:18,USDJPY,BUY,LIMIT,156.5,0,0,0,0,0,0,0,1,0,0,0,0
2026.01.05 20:37,USDJPY,SELL,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 20:47,USDJPY,SELL,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 20:54,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 21:15,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 21:35,USDJPY,SELL,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 21:41,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 22:00,USDJPY,SELL,LIMIT,157.80,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 22:06,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 22:13,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 22:27,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 22:31,USDJPY,BUY,INSTANT,,0,0,0,0,0,0,0,0,0,0,1,0
2026.01.05 22:45,USDJPY,SELL,LIMIT,157,0,0,0,0,0,0,0,1,0,0,0,0
2026.01.05 22:57,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 23:06,USDJPY,BUY,INSTANT,,0,0,0,0,0,1,0,0,0,0,0,0
2026.01.05 23:07,USDJPY,BUY,INSTANT,,0,0,0,1,0,0,0,0,0,0,0,0
2026.01.05 23:12,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 23:13,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 23:13,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 23:13,USDJPY,SELL,LIMIT,156.7,0,0,0,0,1,0,0,0,0,0,0,0
2026.01.05 23:19,USDJPY,BUY,LIMIT,156.7,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 23:26,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 23:29,USDJPY,SELL,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
2026.01.05 23:30,USDJPY,BUY,LIMIT,156.7,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 23:31,USDJPY,SELL,INSTANT,,0,0,0,0,0,1,0,0,0,0,0,0
2026.01.05 23:37,USDJPY,SELL,INSTANT,,0,0,0,0,0,1,0,0,0,0,0,0
2026.01.05 23:38,USDJPY,BUY,INSTANT,,0,0,0,0,0,1,0,0,0,0,0,0
2026.01.05 23:47,USDJPY,BUY,LIMIT,156.5,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 23:47,USDJPY,SELL,LIMIT,156.46,0,1,0,0,0,0,0,0,0,0,0,0
2026.01.05 23:48,USDJPY,SELL,LIMIT,156.8,0,0,0,0,0,0,0,0,0,0,0,1
2026.01.05 23:57,USDJPY,BUY,INSTANT,,1,0,0,0,0,0,0,0,0,0,0,0
